Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
5351,UPC,Vienna,2018-02-27T01:05:41.836396Z,3.5088376853924665,21.051,46379047.52528259,94038051.7519207,,213.164.24.3
5351,UPC,Vienna,2018-02-27T01:06:04.421927Z,3.5088376853924665,21.126,47906179.16185978,84584325.34980093,,213.164.24.3
5351,UPC,Vienna,2018-02-27T01:06:27.548168Z,3.5088376853924665,21.684,48017333.25050022,94748031.8071655,,213.164.24.3
5351,UPC,Vienna,2018-02-27T01:06:49.262364Z,3.5088376853924665,21.036,48224670.67722878,94191074.08038561,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:07:11.000433Z,3.5088376853924665,21.865,48186386.29104355,88856844.61465457,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:07:32.884697Z,3.5088376853924665,21.818,48160881.69473443,95250367.75805593,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:07:54.474718Z,3.5088376853924665,21.963,48426456.70575187,94386046.9973208,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:08:16.039688Z,3.5088376853924665,21.865,41355088.16063765,94597532.10514729,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:08:38.333245Z,3.5088376853924665,21.944,48271185.45385732,94537715.5846674,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T01:09:00.567981Z,3.5088376853924665,21.026,48376066.68298367,94596048.13356236,,213.164.24.3
